trial_i,face_file,prime_file,prime_valence,babbling_file,mask1_file,mask2_file,main.thisN,response_key,rt,Participant ID,Session,date,word,pleasure,arousal,dominance,face_model_sex,facial_expression,true_face_valence
3,AF25NES.JPG,ønske_compressed.wav,positive,babble_80.wav,redskab_reversed.wav,leder_reversed.wav,118,5,1.4780267500027549,5050,1,2025-11-26_20-31-26,ønske,87.188209,83.333333,73.582766,Female,Neutral,"3,92"
42,AF05ANS.JPG,kysse_compressed.wav,positive,babble_97.wav,mave_reversed.wav,gave_reversed.wav,119,9,4.889070707999053,5050,1,2025-11-26_20-31-26,kysse,93.650794,82.993197,78.571429,Female,Angry,"2,67"
111,AF33HAS.JPG,fængsel_compressed.wav,negative,babble_37.wav,lækker_reversed.wav,sandhed_reversed.wav,120,9,1.3448002920049476,5050,1,2025-11-26_20-31-26,fængsel,23.24263,64.62585,47.619048,Female,Happy,"6,33"
135,AM33NES.JPG,SILENCE,no-prime,babble_31.wav,sæde_reversed.wav,søsyg_reversed.wav,121,3,0.8600243330001831,5050,1,2025-11-26_20-31-26,SILENCE,,,,Male,Neutral,"3,55"
160,AF14ANS.JPG,rabies_compressed.wav,negative,babble_5.wav,poesi_reversed.wav,knude_reversed.wav,122,2,0.8906617910106434,5050,1,2025-11-26_20-31-26,rabies,20.068027,69.160998,43.650794,Female,Angry,"2,19"
27,AM32HAS.JPG,SILENCE,no-prime,babble_98.wav,jubel_reversed.wav,marked_reversed.wav,123,6,2.5563529579958413,5050,1,2025-11-26_20-31-26,SILENCE,,,,Male,Happy,"5,79"
146,AM15HAS.JPG,beskidt_compressed.wav,negative,babble_16.wav,cirkel_reversed.wav,vandfald_reversed.wav,124,8,2.842442374996608,5050,1,2025-11-26_20-31-26,beskidt,34.920635,55.328798,53.287982,Male,Happy,"5,18"
190,AF18NES.JPG,konge_compressed.wav,positive,babble_37.wav,fedme_reversed.wav,rigdom_reversed.wav,125,6,1.316772292004316,5050,1,2025-11-26_20-31-26,konge,82.312925,62.471655,83.673469,Female,Neutral,"4,10"
182,AF02ANS.JPG,konge_compressed.wav,positive,babble_64.wav,finger_reversed.wav,bygning_reversed.wav,126,1,2.7916686659882544,5050,1,2025-11-26_20-31-26,konge,82.312925,62.471655,83.673469,Female,Angry,"2,67"
170,AF12HAS.JPG,kærtegn_compressed.wav,positive,babble_62.wav,kiste_reversed.wav,selvmord_reversed.wav,127,6,2.2469185829977505,5050,1,2025-11-26_20-31-26,kærtegn,88.888889,58.276644,66.099773,Female,Happy,"4,61"
87,AM08NES.JPG,SILENCE,no-prime,babble_52.wav,talent_reversed.wav,affald_reversed.wav,128,5,0.8782233749952866,5050,1,2025-11-26_20-31-26,SILENCE,,,,Male,Neutral,"3,83"
137,AM23NES.JPG,bange_compressed.wav,negative,babble_25.wav,dæmpet_reversed.wav,sandhed_reversed.wav,129,2,0.4285045830038143,5050,1,2025-11-26_20-31-26,bange,22.675737,75.623583,45.124717,Male,Neutral,"3,31"
48,AM11NES.JPG,blomstre_compressed.wav,positive,babble_5.wav,kontor_reversed.wav,kage_reversed.wav,130,3,1.733467665995704,5050,1,2025-11-26_20-31-26,blomstre,82.312925,57.029478,62.698413,Male,Neutral,"3,92"
100,AM03NES.JPG,kvæles_compressed.wav,negative,babble_13.wav,violin_reversed.wav,gade_reversed.wav,131,2,1.4971919169911416,5050,1,2025-11-26_20-31-26,kvæles,17.687075,68.367347,39.002268,Male,Neutral,"3,58"
71,AF13ANS.JPG,gave_compressed.wav,positive,babble_99.wav,taber_reversed.wav,grimme_reversed.wav,132,2,4.724299000008614,5050,1,2025-11-26_20-31-26,gave,88.095238,69.614512,62.585034,Female,Angry,"2,29"
168,AM04ANS.JPG,brutal_compressed.wav,negative,babble_10.wav,passion_reversed.wav,selvmord_reversed.wav,133,4,1.1945412499917438,5050,1,2025-11-26_20-31-26,brutal,31.746032,74.829932,52.040816,Male,Angry,"2,44"
23,AM27NES.JPG,afvist_compressed.wav,negative,babble_96.wav,tortur_reversed.wav,blodig_reversed.wav,134,3,3.2850655000074767,5050,1,2025-11-26_20-31-26,afvist,17.006803,72.222222,30.839002,Male,Neutral,"3,54"
93,AF04NES.JPG,knude_compressed.wav,neutral,babble_34.wav,frygtsom_reversed.wav,tilfreds_reversed.wav,135,4,0.6849672079988522,5050,1,2025-11-26_20-31-26,knude,52.60771,46.145125,52.947846,Female,Neutral,"3,71"
184,AF04HAS.JPG,tumor_compressed.wav,negative,babble_88.wav,syndig_reversed.wav,lærer_reversed.wav,136,8,2.986674290994415,5050,1,2025-11-26_20-31-26,tumor,26.75737,73.809524,40.589569,Female,Happy,"5,56"
192,AM34ANS.JPG,violin_compressed.wav,neutral,babble_62.wav,røver_reversed.wav,gade_reversed.wav,137,4,2.840530041998136,5050,1,2025-11-26_20-31-26,violin,61.564626,39.569161,58.730159,Male,Angry,"2,69"
109,AF21HAS.JPG,SILENCE,no-prime,babble_1.wav,koldbrand_reversed.wav,kedel_reversed.wav,138,8,1.6231632089911727,5050,1,2025-11-26_20-31-26,SILENCE,,,,Female,Happy,"5,77"
177,AF11HAS.JPG,mester_compressed.wav,positive,babble_89.wav,kage_reversed.wav,nedbrud_reversed.wav,139,9,3.5846111249993555,5050,1,2025-11-26_20-31-26,mester,95.69161,66.326531,73.696145,Female,Happy,"6,24"
145,AF32NES.JPG,SILENCE,no-prime,babble_99.wav,mave_reversed.wav,pude_reversed.wav,140,6,1.4470094999996943,5050,1,2025-11-26_20-31-26,SILENCE,,,,Female,Neutral,"3,79"
193,AF17ANS.JPG,SILENCE,no-prime,babble_42.wav,natur_reversed.wav,oprørt_reversed.wav,141,2,3.795491917000618,5050,1,2025-11-26_20-31-26,SILENCE,,,,Female,Angry,"2,18"
53,AM28HAS.JPG,oprør_compressed.wav,negative,babble_62.wav,fjollet_reversed.wav,banner_reversed.wav,142,6,0.7938190830027452,5050,1,2025-11-26_20-31-26,oprør,33.560091,72.44898,47.39229,Male,Happy,"5,55"
196,AF30HAS.JPG,utro_compressed.wav,negative,babble_50.wav,fængsel_reversed.wav,pervers_reversed.wav,143,7,1.2125533329963218,5050,1,2025-11-26_20-31-26,utro,23.24263,70.294785,34.240363,Female,Happy,"5,80"
46,AM05HAS.JPG,fiasko_compressed.wav,negative,babble_68.wav,lampe_reversed.wav,vinde_reversed.wav,144,6,2.719084042008035,5050,1,2025-11-26_20-31-26,fiasko,19.274376,56.122449,27.210884,Male,Happy,"5,97"
191,AF35HAS.JPG,dæmon_compressed.wav,negative,babble_19.wav,taber_reversed.wav,fremskridt_reversed.wav,145,6,1.7893688330077566,5050,1,2025-11-26_20-31-26,dæmon,23.922902,76.643991,55.442177,Female,Happy,"6,31"
187,AM31NES.JPG,flirte_compressed.wav,positive,babble_33.wav,luksus_reversed.wav,spise_reversed.wav,146,4,2.107868958002655,5050,1,2025-11-26_20-31-26,flirte,85.260771,78.344671,70.748299,Male,Neutral,"4,14"
183,AM08ANS.JPG,musik_compressed.wav,positive,babble_44.wav,hjerte_reversed.wav,ledning_reversed.wav,147,3,2.5803281249973224,5050,1,2025-11-26_20-31-26,musik,92.176871,60.31746,72.44898,Male,Angry,"2,58"
104,AF10NES.JPG,humor_compressed.wav,positive,babble_7.wav,drukne_reversed.wav,bombe_reversed.wav,148,4,0.6188918330008164,5050,1,2025-11-26_20-31-26,humor,97.052154,62.358277,68.93424,Female,Neutral,"3,18"
123,AM32NES.JPG,grusom_compressed.wav,negative,babble_78.wav,borddug_reversed.wav,utro_reversed.wav,149,4,1.9104268749943003,5050,1,2025-11-26_20-31-26,grusom,22.335601,64.399093,48.072562,Male,Neutral,"3,29"
119,AM14NES.JPG,forår_compressed.wav,positive,babble_24.wav,konge_reversed.wav,ferie_reversed.wav,150,5,2.0347685830056434,5050,1,2025-11-26_20-31-26,forår,87.981859,64.285714,70.975057,Male,Neutral,"3,66"
121,AF07ANS.JPG,genstand_compressed.wav,neutral,babble_42.wav,misbrug_reversed.wav,engel_reversed.wav,151,4,1.9998385829967449,5050,1,2025-11-26_20-31-26,genstand,59.637188,36.734694,59.637188,Female,Angry,"2,44"
1,AM28ANS.JPG,jubel_compressed.wav,positive,babble_72.wav,rædsel_reversed.wav,selvmord_reversed.wav,152,3,1.7796825830009766,5050,1,2025-11-26_20-31-26,jubel,91.836735,69.387755,68.027211,Male,Angry,"2,21"
8,AM24HAS.JPG,kysse_compressed.wav,positive,babble_41.wav,måned_reversed.wav,jubel_reversed.wav,153,9,3.2341115419985726,5050,1,2025-11-26_20-31-26,kysse,93.650794,82.993197,78.571429,Male,Happy,"5,77"
52,AF24ANS.JPG,leder_compressed.wav,positive,babble_13.wav,blodig_reversed.wav,fedme_reversed.wav,154,4,1.7349815420020605,5050,1,2025-11-26_20-31-26,leder,86.507937,71.088435,89.342404,Female,Angry,"2,95"
60,AM09NES.JPG,forår_compressed.wav,positive,babble_50.wav,fremskridt_reversed.wav,ønske_reversed.wav,155,4,1.387617667001905,5050,1,2025-11-26_20-31-26,forår,87.981859,64.285714,70.975057,Male,Neutral,"3,71"
106,AF12ANS.JPG,illoyal_compressed.wav,negative,babble_63.wav,natur_reversed.wav,succes_reversed.wav,156,6,2.42294312499871,5050,1,2025-11-26_20-31-26,illoyal,21.882086,74.376417,42.970522,Female,Angry,"3,16"
122,AF28ANS.JPG,ugle_compressed.wav,neutral,babble_68.wav,konkurs_reversed.wav,plakat_reversed.wav,157,4,2.497015417000512,5050,1,2025-11-26_20-31-26,ugle,65.759637,45.124717,65.986395,Female,Angry,"2,12"
6,AM20ANS.JPG,syndig_compressed.wav,negative,babble_22.wav,redskab_reversed.wav,kage_reversed.wav,158,4,0.9956744999944932,5050,1,2025-11-26_20-31-26,syndig,33.219955,71.315193,48.072562,Male,Angry,"2,90"
81,AM33ANS.JPG,SILENCE,no-prime,babble_91.wav,sygdom_reversed.wav,blomstre_reversed.wav,159,5,1.3830707089946372,5050,1,2025-11-26_20-31-26,SILENCE,,,,Male,Angry,"3,73"
58,AF33NES.JPG,offer_compressed.wav,negative,babble_97.wav,opstemt_reversed.wav,grimme_reversed.wav,160,4,4.2215886670019245,5050,1,2025-11-26_20-31-26,offer,24.716553,68.707483,30.498866,Female,Neutral,"3,33"
75,AF02HAS.JPG,bifald_compressed.wav,positive,babble_4.wav,natur_reversed.wav,patent_reversed.wav,161,9,0.0332527499995194,5050,1,2025-11-26_20-31-26,bifald,85.034014,65.759637,73.469388,Female,Happy,"6,08"
199,AM10NES.JPG,accept_compressed.wav,positive,babble_89.wav,enhed_reversed.wav,venlig_reversed.wav,162,5,1.9820154999906665,5050,1,2025-11-26_20-31-26,accept,90.47619,61.22449,75.283447,Male,Neutral,"3,89"
167,AF15NES.JPG,SILENCE,no-prime,babble_73.wav,dæmpet_reversed.wav,fjollet_reversed.wav,163,4,1.408472333001555,5050,1,2025-11-26_20-31-26,SILENCE,,,,Female,Neutral,"3,37"
88,AM19NES.JPG,sejre_compressed.wav,positive,babble_66.wav,plakat_reversed.wav,sindssyg_reversed.wav,164,3,1.5285598329937784,5050,1,2025-11-26_20-31-26,sejre,88.435374,65.53288,79.138322,Male,Neutral,"3,69"
92,AM24ANS.JPG,afvist_compressed.wav,negative,babble_6.wav,djævel_reversed.wav,ensom_reversed.wav,165,4,2.835902332997648,5050,1,2025-11-26_20-31-26,afvist,17.006803,72.222222,30.839002,Male,Angry,"2,64"
68,AF23HAS.JPG,mester_compressed.wav,positive,babble_92.wav,skønhed_reversed.wav,væmmes_reversed.wav,166,6,2.4726585839962354,5050,1,2025-11-26_20-31-26,mester,95.69161,66.326531,73.696145,Female,Happy,"5,36"
11,AM19ANS.JPG,ankel_compressed.wav,neutral,babble_16.wav,flirte_reversed.wav,sexet_reversed.wav,167,4,1.7909567080059787,5050,1,2025-11-26_20-31-26,ankel,59.750567,47.165533,54.081633,Male,Angry,"2,95"
148,AF33ANS.JPG,rædsel_compressed.wav,negative,babble_19.wav,giftig_reversed.wav,konge_reversed.wav,168,4,1.161086250009248,5050,1,2025-11-26_20-31-26,rædsel,31.292517,81.746032,52.494331,Female,Angry,"3,55"
173,AM26ANS.JPG,SILENCE,no-prime,babble_53.wav,taber_reversed.wav,feber_reversed.wav,169,3,3.211010625003837,5050,1,2025-11-26_20-31-26,SILENCE,,,,Male,Angry,"2,77"
155,AF20HAS.JPG,SILENCE,no-prime,babble_41.wav,giftig_reversed.wav,sæde_reversed.wav,170,9,1.8964034169912336,5050,1,2025-11-26_20-31-26,SILENCE,,,,Female,Happy,"5,69"
141,AF01HAS.JPG,fase_compressed.wav,neutral,babble_2.wav,selvmord_reversed.wav,finger_reversed.wav,171,8,1.3568932080088416,5050,1,2025-11-26_20-31-26,fase,58.61678,45.124717,52.721088,Female,Happy,"5,81"
32,AF03ANS.JPG,sandhed_compressed.wav,positive,babble_23.wav,slave_reversed.wav,genstand_reversed.wav,172,3,2.127430209002341,5050,1,2025-11-26_20-31-26,sandhed,88.435374,56.689342,73.356009,Female,Angry,"2,89"
86,AM10ANS.JPG,beundret_compressed.wav,positive,babble_69.wav,succes_reversed.wav,blomstre_reversed.wav,173,3,0.8999889999977313,5050,1,2025-11-26_20-31-26,beundret,87.755102,69.274376,85.37415,Male,Angry,"1,87"
181,AM09ANS.JPG,utro_compressed.wav,negative,babble_80.wav,lækker_reversed.wav,diamant_reversed.wav,174,2,2.3122724580025533,5050,1,2025-11-26_20-31-26,utro,23.24263,70.294785,34.240363,Male,Angry,"2,11"
19,AF20ANS.JPG,SILENCE,no-prime,babble_19.wav,genert_reversed.wav,gratis_reversed.wav,175,3,2.181568749991129,5050,1,2025-11-26_20-31-26,SILENCE,,,,Female,Angry,"2,28"
101,AM02ANS.JPG,magisk_compressed.wav,positive,babble_70.wav,ugle_reversed.wav,varme_reversed.wav,176,2,2.31889000000956,5050,1,2025-11-26_20-31-26,magisk,84.580499,67.460317,64.965986,Male,Angry,"2,44"
165,AF24HAS.JPG,kage_compressed.wav,positive,babble_0.wav,pervers_reversed.wav,spænding_reversed.wav,177,8,0.6004440419928869,5050,1,2025-11-26_20-31-26,kage,82.312925,56.689342,58.503401,Female,Happy,"6,18"
2,AF34ANS.JPG,utro_compressed.wav,negative,babble_66.wav,smerte_reversed.wav,banner_reversed.wav,178,9,2.373815667000599,5050,1,2025-11-26_20-31-26,utro,23.24263,70.294785,34.240363,Female,Angry,"3,12"
28,AF02NES.JPG,feber_compressed.wav,negative,babble_88.wav,himmel_reversed.wav,vandfald_reversed.wav,179,3,3.2464199580135755,5050,1,2025-11-26_20-31-26,feber,31.292517,48.639456,39.909297,Female,Neutral,"3,69"
154,AM17NES.JPG,nonne_compressed.wav,neutral,babble_80.wav,frihed_reversed.wav,vandfald_reversed.wav,180,3,0.8133396249904763,5050,1,2025-11-26_20-31-26,nonne,55.895692,33.219955,55.895692,Male,Neutral,"3,61"
132,AM01ANS.JPG,SILENCE,no-prime,babble_88.wav,salat_reversed.wav,taber_reversed.wav,181,4,1.276050333006424,5050,1,2025-11-26_20-31-26,SILENCE,,,,Male,Angry,"2,83"
198,AM18HAS.JPG,tilfreds_compressed.wav,positive,babble_72.wav,flirte_reversed.wav,konkurs_reversed.wav,182,8,0.8408493750030175,5050,1,2025-11-26_20-31-26,tilfreds,90.022676,56.00907,69.614512,Male,Happy,"5,26"
63,AM01HAS.JPG,djævel_compressed.wav,negative,babble_70.wav,knude_reversed.wav,gaffel_reversed.wav,183,7,0.5007045419915812,5050,1,2025-11-26_20-31-26,djævel,25.056689,68.820862,60.657596,Male,Happy,"5,64"
47,AM18NES.JPG,poesi_compressed.wav,neutral,babble_88.wav,søsyg_reversed.wav,beskidt_reversed.wav,184,5,0.5510894589970121,5050,1,2025-11-26_20-31-26,poesi,66.439909,45.351474,60.204082,Male,Neutral,"3,55"
89,AF28NES.JPG,nonne_compressed.wav,neutral,babble_23.wav,modgang_reversed.wav,oprørt_reversed.wav,185,3,2.417887333998806,5050,1,2025-11-26_20-31-26,nonne,55.895692,33.219955,55.895692,Female,Neutral,"3,81"
164,AM08HAS.JPG,patent_compressed.wav,neutral,babble_26.wav,museum_reversed.wav,putte_reversed.wav,186,8,0.7356852920056554,5050,1,2025-11-26_20-31-26,patent,59.977324,39.68254,55.555556,Male,Happy,"5,86"
197,AF34HAS.JPG,SILENCE,no-prime,babble_4.wav,utro_reversed.wav,himmel_reversed.wav,187,7,0.6034230410004966,5050,1,2025-11-26_20-31-26,SILENCE,,,,Female,Happy,"5,98"
125,AF09NES.JPG,rotte_compressed.wav,negative,babble_54.wav,gave_reversed.wav,hader_reversed.wav,188,4,1.0632742080051685,5050,1,2025-11-26_20-31-26,rotte,34.240363,56.122449,51.587302,Female,Neutral,"3,63"
156,AM27HAS.JPG,gade_compressed.wav,neutral,babble_27.wav,rabies_reversed.wav,voldtægt_reversed.wav,189,7,2.3899707919918,5050,1,2025-11-26_20-31-26,gade,59.183673,38.435374,54.535147,Male,Happy,"5,05"
65,AF31HAS.JPG,SILENCE,no-prime,babble_62.wav,kage_reversed.wav,skyldig_reversed.wav,190,6,2.6350100840063533,5050,1,2025-11-26_20-31-26,SILENCE,,,,Female,Happy,"5,60"
120,AF32ANS.JPG,succes_compressed.wav,positive,babble_95.wav,bange_reversed.wav,taber_reversed.wav,191,4,1.8412277919996995,5050,1,2025-11-26_20-31-26,succes,93.99093,69.274376,78.117914,Female,Angry,"3,31"
180,AF27HAS.JPG,forkert_compressed.wav,negative,babble_3.wav,skammel_reversed.wav,vindue_reversed.wav,192,9,0.3190444159990875,5050,1,2025-11-26_20-31-26,forkert,31.85941,55.895692,51.133787,Female,Happy,"6,10"
152,AF29HAS.JPG,plakat_compressed.wav,neutral,babble_43.wav,smerte_reversed.wav,forpint_reversed.wav,193,9,8.89696429099422,5050,1,2025-11-26_20-31-26,plakat,60.544218,44.557823,55.668934,Female,Happy,"5,48"
156,AF16ANS.JPG,succes_compressed.wav,positive,babble_34.wav,trofæ_reversed.wav,ledning_reversed.wav,-1,2,3.507877826690674,1234,1,2025-11-28_15-21-14,succes,93.99093,69.274376,78.117914,Female,Angry,"1,95"
114,AM15HAS.JPG,jubel_compressed.wav,positive,babble_70.wav,brænde_reversed.wav,pude_reversed.wav,-1,6,2.0176658630371094,1234,1,2025-11-28_15-21-14,jubel,91.836735,69.387755,68.027211,Male,Happy,"5,18"
11,AF20NES.JPG,oprørt_compressed.wav,negative,babble_83.wav,lyse_reversed.wav,putte_reversed.wav,-1,3,1.8024420738220213,1234,1,2025-11-28_15-21-14,oprørt,22.675737,66.439909,46.258503,Female,Neutral,"3,33"
145,AM04ANS.JPG,cirkel_compressed.wav,neutral,babble_47.wav,sexet_reversed.wav,pervers_reversed.wav,-1,3,1.786329984664917,1234,1,2025-11-28_15-21-14,cirkel,64.285714,43.764172,57.029478,Male,Angry,"2,44"
33,AF22ANS.JPG,SILENCE,no-prime,babble_87.wav,heldig_reversed.wav,magisk_reversed.wav,-1,3,0.888110876083374,1234,1,2025-11-28_15-21-14,SILENCE,,,,Female,Angry,"2,64"
78,AM28NES.JPG,væmmes_compressed.wav,negative,babble_32.wav,kontor_reversed.wav,lampe_reversed.wav,-1,5,2.3680670261383057,1234,1,2025-11-28_15-21-14,væmmes,27.777778,61.451247,49.206349,Male,Neutral,"3,52"
52,AF04NES.JPG,trofæ_compressed.wav,positive,babble_50.wav,boble_reversed.wav,rabies_reversed.wav,0,4,2.4748849868774414,1234,1,2025-11-28_15-21-14,trofæ,88.208617,61.111111,73.015873,Female,Neutral,"3,71"
32,AM17ANS.JPG,SILENCE,no-prime,babble_81.wav,engel_reversed.wav,rabies_reversed.wav,1,6,3.2046868801116943,1234,1,2025-11-28_15-21-14,SILENCE,,,,Male,Angry,"1,68"
129,AM13NES.JPG,sollys_compressed.wav,positive,babble_11.wav,sejre_reversed.wav,brænde_reversed.wav,2,5,0.434579849243164,1234,1,2025-11-28_15-21-14,sollys,87.981859,69.160998,63.8322,Male,Neutral,"4,03"
182,AF04ANS.JPG,knude_compressed.wav,neutral,babble_61.wav,syndig_reversed.wav,forpint_reversed.wav,3,2,2.5247390270233154,1234,1,2025-11-28_15-21-14,knude,52.60771,46.145125,52.947846,Female,Angry,"2,47"
4,AF13ANS.JPG,nedbrud_compressed.wav,negative,babble_77.wav,redskab_reversed.wav,forkert_reversed.wav,4,4,1.2021899223327637,1234,1,2025-11-28_15-21-14,nedbrud,26.190476,78.798186,39.002268,Female,Angry,"2,29"
183,AF07HAS.JPG,grimme_compressed.wav,negative,babble_51.wav,sæde_reversed.wav,tumor_reversed.wav,5,7,1.0148489475250244,1234,1,2025-11-28_15-21-14,grimme,27.55102,60.997732,48.29932,Female,Happy,"5,97"
3,AF05HAS.JPG,SILENCE,no-prime,babble_93.wav,maling_reversed.wav,hjerte_reversed.wav,6,6,0.6849370002746582,1234,1,2025-11-28_15-21-14,SILENCE,,,,Female,Happy,"5,78"
184,AF19NES.JPG,fedme_compressed.wav,negative,babble_9.wav,salat_reversed.wav,forkert_reversed.wav,7,5,0.751323938369751,1234,1,2025-11-28_15-21-14,fedme,30.952381,43.877551,42.403628,Female,Neutral,"3,64"
101,AM31NES.JPG,kæle_compressed.wav,positive,babble_79.wav,fjollet_reversed.wav,taber_reversed.wav,8,5,0.6825160980224609,1234,1,2025-11-28_15-21-14,kæle,87.528345,49.886621,66.326531,Male,Neutral,"4,14"
67,AM18NES.JPG,frihed_compressed.wav,positive,babble_54.wav,plakat_reversed.wav,poesi_reversed.wav,9,4,1.4548470973968506,1234,1,2025-11-28_15-21-14,frihed,90.47619,63.492063,71.315193,Male,Neutral,"3,55"
65,AM27HAS.JPG,mave_compressed.wav,neutral,babble_73.wav,bombe_reversed.wav,dæmon_reversed.wav,10,7,1.6351649761199951,1234,1,2025-11-28_15-21-14,mave,54.648526,44.557823,53.061224,Male,Happy,"5,05"
70,AM27ANS.JPG,magisk_compressed.wav,positive,babble_64.wav,luksus_reversed.wav,sejre_reversed.wav,11,3,1.4562299251556396,1234,1,2025-11-28_15-21-14,magisk,84.580499,67.460317,64.965986,Male,Angry,"3,00"
98,AM15NES.JPG,frihed_compressed.wav,positive,babble_80.wav,krise_reversed.wav,affald_reversed.wav,12,6,1.8664319515228271,1234,1,2025-11-28_15-21-14,frihed,90.47619,63.492063,71.315193,Male,Neutral,"3,59"
20,AF28ANS.JPG,ærlig_compressed.wav,positive,babble_59.wav,poesi_reversed.wav,luksus_reversed.wav,13,3,1.1507070064544678,1234,1,2025-11-28_15-21-14,ærlig,87.301587,60.31746,70.748299,Female,Angry,"2,12"
142,AM23NES.JPG,hånlig_compressed.wav,negative,babble_65.wav,sandhed_reversed.wav,himlen_reversed.wav,14,4,1.253777027130127,1234,1,2025-11-28_15-21-14,hånlig,34.240363,57.142857,52.040816,Male,Neutral,"3,31"
153,AM26NES.JPG,redskab_compressed.wav,neutral,babble_7.wav,sæde_reversed.wav,måned_reversed.wav,15,5,1.83713698387146,1234,1,2025-11-28_15-21-14,redskab,58.276644,40.47619,61.22449,Male,Neutral,"3,74"
17,AF02ANS.JPG,SILENCE,no-prime,babble_44.wav,kiste_reversed.wav,væmmes_reversed.wav,16,4,1.711578130722046,1234,1,2025-11-28_15-21-14,SILENCE,,,,Female,Angry,"2,67"
166,AF22NES.JPG,grimme_compressed.wav,negative,babble_28.wav,lækker_reversed.wav,rabies_reversed.wav,17,5,2.896350860595703,1234,1,2025-11-28_15-21-14,grimme,27.55102,60.997732,48.29932,Female,Neutral,"3,72"
71,AF29ANS.JPG,knude_compressed.wav,neutral,babble_89.wav,brænde_reversed.wav,fjendtlig_reversed.wav,18,4,0.6778669357299805,1234,1,2025-11-28_15-21-14,knude,52.60771,46.145125,52.947846,Female,Angry,"2,21"
83,AM12HAS.JPG,gratis_compressed.wav,positive,babble_3.wav,fremskridt_reversed.wav,vandal_reversed.wav,19,8,1.0271391868591309,1234,1,2025-11-28_15-21-14,gratis,93.650794,58.390023,71.995465,Male,Happy,"5,34"
1,AF06ANS.JPG,SILENCE,no-prime,babble_88.wav,dæmon_reversed.wav,frihed_reversed.wav,20,3,1.3944580554962158,1234,1,2025-11-28_15-21-14,SILENCE,,,,Female,Angry,"2,67"
168,AM12ANS.JPG,modgang_compressed.wav,negative,babble_54.wav,taber_reversed.wav,kedel_reversed.wav,21,2,2.7811570167541504,1234,1,2025-11-28_15-21-14,modgang,27.777778,53.968254,47.845805,Male,Angry,"2,66"
23,AF34NES.JPG,voldtægt_compressed.wav,negative,babble_83.wav,sejre_reversed.wav,fængsel_reversed.wav,22,2,1.2806289196014404,1234,1,2025-11-28_15-21-14,voldtægt,14.172336,77.210884,33.673469,Female,Neutral,"4,00"
108,AM11ANS.JPG,fjendtlig_compressed.wav,negative,babble_83.wav,spise_reversed.wav,heldig_reversed.wav,23,4,2.1902518272399902,1234,1,2025-11-28_15-21-14,fjendtlig,30.952381,73.015873,54.988662,Male,Angry,"2,47"
193,AF30HAS.JPG,sexet_compressed.wav,positive,babble_71.wav,frygtsom_reversed.wav,hader_reversed.wav,24,5,1.1781210899353027,1234,1,2025-11-28_15-21-14,sexet,90.929705,83.446712,77.324263,Female,Happy,"5,80"
102,AM34ANS.JPG,SILENCE,no-prime,babble_87.wav,ketchup_reversed.wav,offer_reversed.wav,25,3,5.503730773925781,1234,1,2025-11-28_15-21-14,SILENCE,,,,Male,Angry,"2,69"
18,AF17ANS.JPG,luksus_compressed.wav,positive,babble_15.wav,accept_reversed.wav,fedme_reversed.wav,26,3,1.1790988445281982,1234,1,2025-11-28_15-21-14,luksus,89.342404,53.854875,72.562358,Female,Angry,"2,18"
195,AM32ANS.JPG,feber_compressed.wav,negative,babble_87.wav,putte_reversed.wav,koldbrand_reversed.wav,27,5,4.429254055023193,1234,1,2025-11-28_15-21-14,feber,31.292517,48.639456,39.909297,Male,Angry,"2,21"
130,AM16NES.JPG,viden_compressed.wav,positive,babble_36.wav,nonne_reversed.wav,jubel_reversed.wav,28,6,1.503385066986084,1234,1,2025-11-28_15-21-14,viden,85.941043,67.120181,76.870748,Male,Neutral,"3,29"
63,AF19ANS.JPG,SILENCE,no-prime,babble_37.wav,opstemt_reversed.wav,nøgle_reversed.wav,29,5,2.1218810081481934,1234,1,2025-11-28_15-21-14,SILENCE,,,,Female,Angry,"2,79"
25,AF15ANS.JPG,ledning_compressed.wav,neutral,babble_99.wav,slagtning_reversed.wav,ketchup_reversed.wav,30,6,0.6120269298553467,1234,1,2025-11-28_15-21-14,ledning,57.823129,40.136054,56.689342,Female,Angry,"2,53"
169,AM09ANS.JPG,beundret_compressed.wav,positive,babble_10.wav,sandhed_reversed.wav,blodig_reversed.wav,31,1,0.7916650772094727,1234,1,2025-11-28_15-21-14,beundret,87.755102,69.274376,85.37415,Male,Angry,"2,11"
121,AM02ANS.JPG,feber_compressed.wav,negative,babble_54.wav,gaffel_reversed.wav,forfald_reversed.wav,32,3,16.781626224517822,1234,1,2025-11-28_15-21-14,feber,31.292517,48.639456,39.909297,Male,Angry,"2,44"
181,AM03NES.JPG,SILENCE,no-prime,babble_41.wav,rigdom_reversed.wav,succes_reversed.wav,33,5,9.897432088851929,1234,1,2025-11-28_15-21-14,SILENCE,,,,Male,Neutral,"3,58"
186,AM17HAS.JPG,SILENCE,no-prime,babble_54.wav,bifald_reversed.wav,pjece_reversed.wav,34,8,2.008463859558105,1234,1,2025-11-28_15-21-14,SILENCE,,,,Male,Happy,"5,39"
22,AF03ANS.JPG,ferie_compressed.wav,positive,babble_55.wav,putte_reversed.wav,hjerte_reversed.wav,35,2,1.1130690574645996,1234,1,2025-11-28_15-21-14,ferie,92.517007,63.945578,77.097506,Female,Angry,"2,89"
